,Node_1,Node_2,Relation
264,"{'label': 'Occupation', 'properties': ""{'title': 'Agents_and_Business_Managers_of_Artists,_Performers,_and_Athletes'}"", 'identifier': ""{'title': 'Agents_and_Business_Managers_of_Artists,_Performers,_and_Athletes'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
265,"{'label': 'Occupation', 'properties': ""{'title': 'Biofuels/Biodiesel_Technology_and_Product_Development_Managers'}"", 'identifier': ""{'title': 'Biofuels/Biodiesel_Technology_and_Product_Development_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
266,"{'label': 'Occupation', 'properties': ""{'title': 'Claims_Adjusters,_Examiners,_and_Investigators'}"", 'identifier': ""{'title': 'Claims_Adjusters,_Examiners,_and_Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
267,"{'label': 'Occupation', 'properties': ""{'title': 'Energy_Auditors'}"", 'identifier': ""{'title': 'Energy_Auditors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
268,"{'label': 'Occupation', 'properties': ""{'title': 'First-Line_Supervisors_of_Police_and_Detectives'}"", 'identifier': ""{'title': 'First-Line_Supervisors_of_Police_and_Detectives'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
269,"{'label': 'Occupation', 'properties': ""{'title': 'Gambling_Managers'}"", 'identifier': ""{'title': 'Gambling_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
270,"{'label': 'Occupation', 'properties': ""{'title': 'Investment_Fund_Managers'}"", 'identifier': ""{'title': 'Investment_Fund_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
271,"{'label': 'Occupation', 'properties': ""{'title': 'Loan_Interviewers_and_Clerks'}"", 'identifier': ""{'title': 'Loan_Interviewers_and_Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
272,"{'label': 'Occupation', 'properties': ""{'title': 'Occupational_Health_and_Safety_Specialists'}"", 'identifier': ""{'title': 'Occupational_Health_and_Safety_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
273,"{'label': 'Occupation', 'properties': ""{'title': 'Social_and_Human_Service_Assistants'}"", 'identifier': ""{'title': 'Social_and_Human_Service_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '55'}""}"
274,"{'label': 'Occupation', 'properties': ""{'title': 'Computer_Network_Architects'}"", 'identifier': ""{'title': 'Computer_Network_Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
275,"{'label': 'Occupation', 'properties': ""{'title': 'Customs_and_Border_Protection_Officers'}"", 'identifier': ""{'title': 'Customs_and_Border_Protection_Officers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
276,"{'label': 'Occupation', 'properties': ""{'title': 'Geothermal_Production_Managers'}"", 'identifier': ""{'title': 'Geothermal_Production_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
277,"{'label': 'Occupation', 'properties': ""{'title': 'Interior_Designers'}"", 'identifier': ""{'title': 'Interior_Designers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
278,"{'label': 'Occupation', 'properties': ""{'title': 'Librarians_and_Media_Collections_Specialists'}"", 'identifier': ""{'title': 'Librarians_and_Media_Collections_Specialists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
279,"{'label': 'Occupation', 'properties': ""{'title': 'Tutors'}"", 'identifier': ""{'title': 'Tutors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '54'}""}"
280,"{'label': 'Occupation', 'properties': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}"", 'identifier': ""{'title': 'Career/Technical_Education_Teachers,_Middle_School'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '52'}""}"
281,"{'label': 'Occupation', 'properties': ""{'title': 'Insurance_Sales_Agents'}"", 'identifier': ""{'title': 'Insurance_Sales_Agents'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '52'}""}"
282,"{'label': 'Occupation', 'properties': ""{'title': 'Private_Detectives_and_Investigators'}"", 'identifier': ""{'title': 'Private_Detectives_and_Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '52'}""}"
283,"{'label': 'Occupation', 'properties': ""{'title': 'Transportation,_Storage,_and_Distribution_Managers'}"", 'identifier': ""{'title': 'Transportation,_Storage,_and_Distribution_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '52'}""}"
284,"{'label': 'Occupation', 'properties': ""{'title': 'Aviation_Inspectors'}"", 'identifier': ""{'title': 'Aviation_Inspectors'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '46'}""}"
285,"{'label': 'Occupation', 'properties': ""{'title': 'Procurement_Clerks'}"", 'identifier': ""{'title': 'Procurement_Clerks'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '46'}""}"
286,"{'label': 'Occupation', 'properties': ""{'title': 'Pest_Control_Workers'}"", 'identifier': ""{'title': 'Pest_Control_Workers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 66, 'level': '43'}""}"
287,"{'label': 'Occupation', 'properties': ""{'title': 'Mathematicians'}"", 'identifier': ""{'title': 'Mathematicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '64'}""}"
288,"{'label': 'Occupation', 'properties': ""{'title': 'Statisticians'}"", 'identifier': ""{'title': 'Statisticians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '63'}""}"
289,"{'label': 'Occupation', 'properties': ""{'title': 'Veterinarians'}"", 'identifier': ""{'title': 'Veterinarians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '59'}""}"
290,"{'label': 'Occupation', 'properties': ""{'title': 'Actuaries'}"", 'identifier': ""{'title': 'Actuaries'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
291,"{'label': 'Occupation', 'properties': ""{'title': 'Cost_Estimators'}"", 'identifier': ""{'title': 'Cost_Estimators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
292,"{'label': 'Occupation', 'properties': ""{'title': 'Dermatologists'}"", 'identifier': ""{'title': 'Dermatologists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
293,"{'label': 'Occupation', 'properties': ""{'title': 'Electronics_Engineers,_Except_Computer'}"", 'identifier': ""{'title': 'Electronics_Engineers,_Except_Computer'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
294,"{'label': 'Occupation', 'properties': ""{'title': 'Financial_Quantitative_Analysts'}"", 'identifier': ""{'title': 'Financial_Quantitative_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
295,"{'label': 'Occupation', 'properties': ""{'title': 'Marine_Engineers_and_Naval_Architects'}"", 'identifier': ""{'title': 'Marine_Engineers_and_Naval_Architects'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
296,"{'label': 'Occupation', 'properties': ""{'title': 'Orthoptists'}"", 'identifier': ""{'title': 'Orthoptists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '57'}""}"
297,"{'label': 'Occupation', 'properties': ""{'title': 'Athletic_Trainers'}"", 'identifier': ""{'title': 'Athletic_Trainers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
298,"{'label': 'Occupation', 'properties': ""{'title': 'Conservation_Scientists'}"", 'identifier': ""{'title': 'Conservation_Scientists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
299,"{'label': 'Occupation', 'properties': ""{'title': 'General_and_Operations_Managers'}"", 'identifier': ""{'title': 'General_and_Operations_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
300,"{'label': 'Occupation', 'properties': ""{'title': 'Hydroelectric_Production_Managers'}"", 'identifier': ""{'title': 'Hydroelectric_Production_Managers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
301,"{'label': 'Occupation', 'properties': ""{'title': 'Occupational_Health_and_Safety_Technicians'}"", 'identifier': ""{'title': 'Occupational_Health_and_Safety_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
302,"{'label': 'Occupation', 'properties': ""{'title': 'Oral_and_Maxillofacial_Surgeons'}"", 'identifier': ""{'title': 'Oral_and_Maxillofacial_Surgeons'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '55'}""}"
303,"{'label': 'Occupation', 'properties': ""{'title': 'Bioinformatics_Technicians'}"", 'identifier': ""{'title': 'Bioinformatics_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
304,"{'label': 'Occupation', 'properties': ""{'title': 'Compliance_Officers'}"", 'identifier': ""{'title': 'Compliance_Officers'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
305,"{'label': 'Occupation', 'properties': ""{'title': 'Geographic_Information_Systems_Technologists_and_Technicians'}"", 'identifier': ""{'title': 'Geographic_Information_Systems_Technologists_and_Technicians'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
306,"{'label': 'Occupation', 'properties': ""{'title': 'Information_Security_Analysts'}"", 'identifier': ""{'title': 'Information_Security_Analysts'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
307,"{'label': 'Occupation', 'properties': ""{'title': 'Search_Marketing_Strategists'}"", 'identifier': ""{'title': 'Search_Marketing_Strategists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
308,"{'label': 'Occupation', 'properties': ""{'title': 'Statistical_Assistants'}"", 'identifier': ""{'title': 'Statistical_Assistants'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '54'}""}"
309,"{'label': 'Occupation', 'properties': ""{'title': 'Acute_Care_Nurses'}"", 'identifier': ""{'title': 'Acute_Care_Nurses'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '52'}""}"
310,"{'label': 'Occupation', 'properties': ""{'title': 'Cartographers_and_Photogrammetrists'}"", 'identifier': ""{'title': 'Cartographers_and_Photogrammetrists'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '52'}""}"
311,"{'label': 'Occupation', 'properties': ""{'title': 'Fire_Inspectors_and_Investigators'}"", 'identifier': ""{'title': 'Fire_Inspectors_and_Investigators'}""}","{'label': 'Basic Skill', 'properties': ""{'title': 'Writing'}"", 'identifier': ""{'title': 'Writing'}""}","{'label': 'medium_need_for_basic_skill', 'properties': ""{'importance': 63, 'level': '52'}""}"
